bID,name,address,cord,numOfReview,rating,zipcode,cuisine
JYiaZL92oKW1vPMxQypvlQ,Strings Ramen- Hyde Park,"1453 E 53rd St, Chicago, IL 60615","41.79923, -87.58963",75,4,60615,japanese
jyk1C1wQZ3V5pz6gmpYKhQ,Happy Family 2.0,"450 S Western Ave, Ste 305, FC5, Los Angeles, CA 90020","34.0657223220648, -118.308385983109",15,3,90020,chinese
JYNBy2r3LVhJbLHE1bASfg,The Smith,"1900 Broadway, New York, NY 10023","40.7716201269986, -73.9818377981476",1823,4,10023,italian
JYNBy2r3LVhJbLHE1bASfg,The Smith,"1900 Broadway, New York, NY 10023","40.7716201269986, -73.9818377981476",1823,4,10023,american
JyRCzER-tCbiB7d11-dKpQ,RIKE,"228 E 1st St, Los Angeles, CA 90012","34.050754, -118.241805",89,4.5,90012,japanese
JyWSEnazvrTvS7v5TLS6Jg,P.F. Chang's,"2361 Fountain Square Dr, Fountain Square, Lombard, IL 60148","41.8434221515544, -87.9939597845078",331,3,60148,chinese
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,"129 Mulberry St, New York, NY 10013","40.71832, -73.99794",1096,4,10013,italian
JzD9nfJWHwnG-2Wk87muHg,Qi,"698 9th Ave, New York, NY 10036","40.762, -73.98961",1230,3.5,10036,chinese
JzjPyNtuAyhlvYNk75Rz5Q,Urban Vegan,"1601 W Montrose Ave, Chicago, IL 60613","41.9614372155492, -87.669335813659",475,4,60613,indian
jzO5HyrTtumHpe-pbUlndQ,Aangan,"2701 Broadway, New York, NY 10025","40.799446, -73.968795",217,3.5,10025,indian
jzZatlgnWJfdTT_hY7NHLw,Taste of Xi'an - Seattle,"4523 University Way NE, Seattle, WA 98105","47.66196, -122.31345",354,4,98105,chinese
k_5_nzVFVpyRYUeyvpqttQ,New Sitara Indian Cuisine,"1779 Wells Branch Pkwy, Ste 102, Austin, TX 78728","30.4351141191572, -97.6744954074097",211,4.5,78728,indian
K_rdigDLXDYoyCjerZLQsg,Vito & Angelo's Pizzeria & Restaurant,"3644 W Fullerton Ave, Chicago, IL 60647","41.924806, -87.718771",114,4,60647,italian
k_rLFIMOAbvchgWKEuKdtw,Kikoo Sushi,"998 Columbus Ave, New York, NY 10025","40.8016099, -73.96164",146,4,10025,japanese
k-197hza8QEKjvmZlQoMvA,Artango Bar & Steakhouse,"4767 N Lincoln Ave, Chicago, IL 60625","41.9684363770331, -87.6883043595245",277,3.5,60625,italian
K-Fbh2WCHlqR56H9TnfpNA,Perch,"448 S Hill St, Los Angeles, CA 90013","34.04897, -118.2514",8510,4,90013,italian
K-Fbh2WCHlqR56H9TnfpNA,Perch,"448 S Hill St, Los Angeles, CA 90013","34.04897, -118.2514",8510,4,90013,american
K1A1yDTemzvZ7e5iZ2FVBg,Ahi Sushi Bar,"1527 SW 8th St, Miami, FL 33135","25.765770082479, -80.2201213428963",64,4.5,33135,japanese
k2DxwKrZivwQr0jW8brElA,EurAsia Ramen,"1335 E Whitestone Blvd, Ste T110, Cedar Park, TX 78613","30.529695, -97.814787",235,4,78613,japanese
K2jxuczBerZUg4ZNw9vIbQ,Five Spice Vietnamese,"1801 NE 8th St, Homestead, FL 33033","25.47817, -80.452542",109,4,33033,japanese
k3riaoflafifFUSNKXbfTw,Via Tribunali - Capitol Hill,"913 E Pike St, Seattle, WA 98122","47.61386, -122.31986",597,4,98122,italian
K3xR2sskPP-KeDmlwnx-FQ,Adda Indian Cuisine,"1400 W Taylor St, Chicago, IL 60607","41.869606792045936, -87.66185364111996",72,4.5,60607,indian
k45y5CsLLOxB2IuLta0qdg,AVVIO,"4358 N Elston Ave, Chicago, IL 60641","41.959813, -87.728466",62,4.5,60641,italian
k5bGHJbAXDw9g_uP42QqDw,The Highwater,"3420 Broadway, Astoria, NY 11106","40.76033, -73.92245",447,4,11106,american
k5fd-RSdG4IuXnnGSQ5oOw,San Marzano Pasta Fresca,"117 Second Ave, New York, NY 10003","40.727966, -73.988382",1276,4,10003,italian
k5NAz3-goMXKoUqPfOZ1Hw,The Smith,"55 3rd Ave, New York, NY 10003","40.73101549145275, -73.9886217",2026,3.5,10003,american
k5ng9LPFWH5BjAxtHqUpyg,Moon Tree Sushi And Tapas,"516 1st Ave N, Seattle, WA 98109","47.6239282335399, -122.355137126393",202,4.5,98109,japanese
k67-o4M_l_7LO_RxWBIpbA,Dainobu,"498 6th Ave, New York, NY 10011","40.736282, -73.9972",107,4.5,10011,japanese
K6AaVnMNztGBsIOy_nNnFw,Oliver's Lounge,"405 Olive Way, Seattle, WA 98101","47.6121883469027, -122.33809335159",166,4,98101,american
k6ADgVYxcP1iB4RVIpWuAQ,Thai Spoon,"3720 Gattis School Rd, Ste 400, Round Rock, TX 78664","30.4985730126826, -97.6156877274982",493,4,78664,japanese
K6Xm4kI1I2HPssM9FgXNsA,Via 313 Pizza - West 6th,"600 W 6th St, Austin, TX 78701","30.26996862, -97.74853771",749,4.5,78701,italian
K6zJCTpwqQ4jL5IwqJPHaw,Aromas del Peru,"5757 SW 8th St, West Miami, FL 33144","25.763676472732385, -80.28914722944532",246,4,33144,american
K7MedWVhAX73_Mmo7-Rq0g,Cheng Du Restaurant,"11538 W Pico Blvd, Los Angeles, CA 90064","34.032916, -118.4426804",343,3.5,90064,chinese
K84FS4X-Hj2Xt_uUCjwNIA,Kissaki Sushi,"286 Columbus Ave, New York, NY 10023","40.778571, -73.978209",37,4,10023,japanese
k8GyCxxcStHaLAwGulgSvQ,Delish Hollywood,"1253 Vine St, Los Angeles, CA 90038","34.093964, -118.327438",40,5,90038,japanese
k8xtuersBm2cZl0Lao2K5g,The Bun Shop,"151 N Western Ave, Los Angeles, CA 90004","34.0740309655666, -118.309187963605",1705,4,90004,american
k91bvEZ8eoG85HM1GSZxhw,Chandni,"1909 Wilshire Blvd, Santa Monica, CA 90403","34.0308964, -118.4840399",339,4,90403,indian
kamZj-Cct8JZhO9Ld6EI6Q,Dragon Express,"14300 Fm 969, Austin, TX 78724","30.24806, -97.58339",54,4,78724,chinese
kAnJUrRPzrA7hIG3l1Cp2w,Paragon Seattle,"2125 Queen Anne Ave N, Seattle, WA 98109","47.637937, -122.357304",67,4.5,98109,american
KaT_tPTpDrTtyczTpZnvSw,Broadway Cuisine,"913 N Broadway, Los Angeles, CA 90012","34.06443, -118.23745",13,5,90012,chinese
KAv9I6DKsMCDZveyLEiBoA,Zaviya Grill,"1212 W Parmer Ln, Unit A, Austin, TX 78727","30.409336, -97.680025",151,3.5,78727,indian
KaWXHdlsTWhwmgui1s0mBA,Two Sisters Restaurant,"50 Alhambra Plz, Coral Gables, FL 33134","25.752059546619, -80.255885967538",39,3,33134,american
KAxqU9NaWCDexoCrzg21GA,Trattoria Demi,"1571 Sherman Ave, Evanston, IL 60201","42.0461761, -87.6815797",193,3.5,60201,italian
Kb3LR84y-26zZOGHjLmWeQ,Saint Felix,"8945 Santa Monica Blvd, West Hollywood, CA 90069","34.0841108, -118.3853566",453,4,90069,american
kB3QyyhHFVyhGgp35Rnuew,The Kati Roll Company,"99 MacDougal St, New York, NY 10012","40.72966, -74.00109",892,4,10012,indian
KbCLZOKvPdNY7ptAg0kGxw,The Kati Roll Company,"229 E 53rd St, New York, NY 10022","40.7572680281001, -73.9678144454956",330,3.5,10022,indian
kbgEwipbXeu3fAbornL96g,Tara's Himalayan Cuisine,"10855 Venice Blvd, Los Angeles, CA 90034","34.01696667, -118.41056",1149,4,90034,indian
KbIDsa4fIwswGXu1lV2vgw,STK Steakhouse - Miami Beach,"2305 Collins Ave, Miami Beach, FL 33139","25.79882, -80.12743",1003,4,33139,american
KBMJ9TAnz6rP4ZXandsjzg,Samburna Indian Restaurant,"20806 Bothell Everett Hwy, Ste 100, Bothell, WA 98021","47.809214, -122.208775",207,4,98021,indian
kBZggrnSP1kcUMnsnfkTaQ,Nan Xiang Xiao Long Bao,"39-16 Prince St, Ste 104, Flushing, NY 11354","40.75924, -73.8326",3883,4,11354,chinese
kc_4fP8OfAHCNAhucOFj4w,Osteria Da Primo,"631 SW 152nd St, Burien, WA 98166","47.4666557, -122.3432278",121,4.5,98166,italian
KCBfW6sWl9Gx-LvMff08jg,Osteria Morini,"218 Lafayette St, New York, NY 10012","40.7219179851303, -73.9976472073402",1201,4,10012,italian
kCdONcIH6Fz5Gz3TmBWdTw,Garrison,"101 Red River St, Austin, TX 78701","30.262063, -97.738145",174,4.5,78701,italian
kCdONcIH6Fz5Gz3TmBWdTw,Garrison,"101 Red River St, Austin, TX 78701","30.262063, -97.738145",174,4.5,78701,japanese
kCdONcIH6Fz5Gz3TmBWdTw,Garrison,"101 Red River St, Austin, TX 78701","30.262063, -97.738145",174,4.5,78701,american
kCH1LapnvyCpsX6_x_sYdA,Bella Mia,"4648 W 147th St, Midlothian, IL 60445","41.6260501176242, -87.7346399628132",186,4,60445,italian
KcOeFHAojaRDV-DxQJkfPA,Omakase By Korami,"400A W 50th St, New York, NY 10019","40.763503307884655, -73.989323",111,5,10019,japanese
Kdfu2ZNUp7jKta9j2cZ2NA,Hayato,"1320 E 7th St, Ste 126, Los Angeles, CA 90021","34.0337836676606, -118.241942",96,5,90021,japanese
kDMsnq59lJAjMX1baGJPEA,Kanpai Japanese Sushi Bar & Grill,"8325 Lincoln Blvd, Los Angeles, CA 90045","33.96185, -118.4214",1480,4,90045,japanese
kdobEvkH_YHleJvLLxzb6A,a tavola,"2148 W Chicago Ave, Chicago, IL 60622","41.8960999, -87.68141",358,4,60622,italian
kdTFcDSl9vAR-btEm1Q2uw,Bao Dim Sum House,"8256 Beverly Blvd, Los Angeles, CA 90048","34.07577, -118.36982",3132,4,90048,chinese
kDVlUSFSUR8ZYIOJi4bDQQ,Odumak,"338 S Western Ave, Ste D, Los Angeles, CA 90020","34.067837, -118.308804",104,4,90020,chinese
KEabDoh5Pa2b4P4fb00mUg,Hong Kong City of Miami,"7373 NW 36th St, Miami, FL 33166","25.8103504, -80.3160782",28,3.5,33166,chinese
KEh3efWSOIzd8BvuW-X4-g,Phoebe's Diner,"533 W Oltorf St, Austin, TX 78704","30.2416132, -97.7588755",1177,4.5,78704,american
keHlh-uZ40AvUg3328xtIQ,Coconut Grove Saturday Organic Market,"3300 Grand Ave, Miami, FL 33231","25.7277744, -80.2469004",156,4,33231,indian
kEma28uCu8POf0MWE8ED1w,Ebisu Japanese Restaurant,"13376 N Hwy 183, Ste 400, Austin, TX 78750","30.444849, -97.788883",283,4.5,78750,japanese
KeSd1T3rPx0C4ZJ5aXLskQ,Tokyo Japanese Steak House,"13317 NE 175th St, Ste L, Woodinville, WA 98072","47.7533935493345, -122.161146926984",148,3.5,98072,japanese
kesYSgOJW5krU6L8n9qQ4Q,Ichibantei,"401 E 13th St, New York, NY 10009","40.73063, -73.98275",235,4,10009,japanese
KeV40p3hW9rfdbkxs00V7A,Amara at Paraiso,"3101 NE 7th Ave, Miami, FL 33137","25.8066777, -80.1857104",608,4,33137,italian
KF0iy1GeuDYm_1EyyVD6ig,TAO Asian Bistro,"6421 Selma Ave, Los Angeles, CA 90028","34.0998942758967, -118.330590724572",1128,4,90028,chinese
KF0iy1GeuDYm_1EyyVD6ig,TAO Asian Bistro,"6421 Selma Ave, Los Angeles, CA 90028","34.0998942758967, -118.330590724572",1128,4,90028,japanese
KF4dTBX9ITMTSjwEXxXZ6g,Friedman's,"130 W 72nd St, New York, NY 10023","40.77775, -73.98003",186,4,10023,american
kf5LzL3K2qS2FVvngWboQg,Dempster Sushi,"5850 Dempster St, Morton Grove, IL 60053","42.0410863, -87.7737582",214,4.5,60053,japanese
KfB6OJPnZ2hY1K5BB1UxoQ,Koya in Wilmette,"1116 Central Ave, Wilmette, IL 60091","42.07681, -87.70581",5,5,60091,japanese
KfhPXnH6DwlRkLMLLrXrJQ,Brimstone Woodfire Grill,"8300 NW 36th St, Doral, FL 33166","25.807282, -80.331093",360,4,33166,american
kFTmhNfFaaPsE21wyp2tWg,Persepolis Grill,"5517 University Way NE, Seattle, WA 98105","47.66919, -122.31333",288,4,98105,indian
kg_4XKPgX1EoXk_5h7lN3g,Ramen House Shinchan,"1939 S Plum Grove Rd, Palatine, IL 60067","42.089486193640184, -88.0446890774197",571,4.5,60067,chinese
kg_4XKPgX1EoXk_5h7lN3g,Ramen House Shinchan,"1939 S Plum Grove Rd, Palatine, IL 60067","42.089486193640184, -88.0446890774197",571,4.5,60067,japanese
KgPICfpkOeM_o4MdqUGDwA,Sea Dragon Chinese Restaurant,"101 S Vermont Ave, Los Angeles, CA 90004","34.0725530931457, -118.292156606913",440,4,90004,chinese
KGsP7-v21mMcJyQatQsKhg,Pho MPH,"4616 Triangle Ave, Ste 203, Austin, TX 78751","30.314936, -97.733784",85,4.5,78751,japanese
KHcMr7zOIpcb0R3MWMjY-Q,Bene Pizza,"937 Hildebrand Ln NE, Ste 104, Bainbridge Island, WA 98110","47.633112, -122.517001",123,4,98110,italian
khEWaCDBR09fIrKPB1bZYg,Himalayan Cafe,"36 S Fair Oaks Ave, Pasadena, CA 91105","34.144775, -118.1503351",569,4,91105,indian
KhFT8QKDIEv5mW5nrZfBDQ,Kamal Palace,"6374 E Pacific Coast Hwy, Long Beach, CA 90803","33.7587291423767, -118.113867341428",490,4,90803,indian
KhI3zQmALGsZ6wH9c9v96Q,La Fontana Siciliana,"120 Blanchard St, Seattle, WA 98121","47.613146, -122.3449",404,4,98121,italian
kHOI8apECknxdVDbG-foPg,Quattro Gatti Ristorante e Pizzeria,"908 Congress Ave, Austin, TX 78701","30.271351, -97.742053",363,3.5,78701,italian
KhPC1NNP7SfKgEtCSwTJPw,Mesanori,"1721 Coral Way, Miami, FL 33145","25.75111, -80.22248",40,4,33145,japanese
KhqAdKY3tX-iigL4HyXv7g,Beijing Garden Chinese Restaurant,"832 W Flagler St, Miami, FL 33130","25.7735835002495, -80.20843143684",33,4,33130,chinese
KHRrlw05_pv_fd8ntvS1xw,SUGARFISH  by sushi nozawa - Midtown West,"1740 Broadway, Ste 1, New York, NY 10019","40.764976, -73.981655",73,4,10019,japanese
khuHvlcz53RqjzfjrFbvmg,Yoshiko,"8900 S Congress Ave, Bldg 2 Ste 200, Austin, TX 78745","30.16925, -97.78883",20,4.5,78745,japanese
ki5SNb4Lli6uOklz6BXXGw,Blu Jam Café,"7371 Melrose Ave, Los Angeles, CA 90046","34.0837144354804, -118.350571407739",5513,4,90046,american
kibB0UPXfZaMauCBsON3nw,Tavolàta,"501 E Pike St, Seattle, WA 98122","47.613742, -122.325187",348,4,98122,italian
KIBwgosaHSVtaBZkPM-mmg,Gaetano's Restaurant,"2731 Pacific Coast Hwy, Torrance, CA 90505","33.7928045, -118.3339242",987,4.5,90505,italian
KigV7hA_QFfJdHXtp3qPcA,Paolo's Italian Restaurant,"23810 104th Ave SE, Kent, WA 98031","47.38858, -122.20168",212,4,98031,italian
KIHoGUfCOLhBFQVSAN4QSg,Suerte,"1800 E 6th St, Austin, TX 78702","30.26228, -97.72331",613,4.5,78702,american
kIm0oeOaVfC9-2flLPVklA,Patrizia's Pizza and Pasta,"462-466 2nd Ave, New York, NY 10016","40.7398415, -73.9792862",666,4,10016,italian
kinWdPar9CyaYosXbWJcgg,Mayflower Seafood Restaurant,"679 N Spring St, Los Angeles, CA 90012","34.0596336, -118.2381478",456,3,90012,chinese
KIQ4qqENrs-uX5p7XZsS5A,Maharaja,"9765 W Higgins Rd, Rosemont, IL 60018","41.99384, -87.87013",413,3.5,60018,indian
KjHdL-nV4Atc4Cprz3GzBA,Pasta Bowl - Wicker Park,"1852 W North Ave, Chicago, IL 60622","41.910627, -87.674672",318,4,60622,italian
kJjbElns3_GTNIklRVbHPQ,Remington's,"20 N Michigan Ave, Chicago, IL 60602","41.88266, -87.62499",644,4,60602,italian
kJjbElns3_GTNIklRVbHPQ,Remington's,"20 N Michigan Ave, Chicago, IL 60602","41.88266, -87.62499",644,4,60602,american
KJNXC2NtxRPeu_nkk1PC4A,Punda Tibetan Restaurant,"3935 47th Ave, Sunnyside, NY 11104","40.74209, -73.92516",73,4,11104,indian
kjoVE8SlcwKnDtfxtfjlZA,Qin Xi'an Noodles,"1203 Pine St, Seattle, WA 98101","47.61488, -122.32839",349,4,98101,chinese
KjPEiaNnCeDTX5FgqofE9A,Bateau,"1040 E Union St, Seattle, WA 98122","47.6130649, -122.3187292",300,4,98122,italian
KjPEiaNnCeDTX5FgqofE9A,Bateau,"1040 E Union St, Seattle, WA 98122","47.6130649, -122.3187292",300,4,98122,japanese
KjPEiaNnCeDTX5FgqofE9A,Bateau,"1040 E Union St, Seattle, WA 98122","47.6130649, -122.3187292",300,4,98122,american
KJuHFlqhapJb8tVWCe8MNg,Rosedale Kitchen and Bar,"3800 N Lamar Blvd, Austin, TX 78756","30.306, -97.74302",122,4,78756,american
KK-6rXbIo9B4-b_P5WO5Qg,Clay Pit,"1601 Guadalupe St, Austin, TX 78701","30.279073, -97.74232",1664,4,78701,indian
kK2o4A2R9483zQ6IJBBGVg,Northern Cafe,"8459 Beverly Blvd, Los Angeles, CA 90048","34.0761949, -118.3751356",334,4,90048,chinese
kku1Z4VZraPp13SMmfKMMA,Wabi Q,"148 W Boughton Rd, Bolingbrook, IL 60440","41.71075, -88.07067",77,4,60440,japanese
klAhw3xLQi9GF1tf_HnS7w,Izakaya MEW,"53 W 35th St, New York, NY 10001","40.750148, -73.9863203465939",2451,4,10001,japanese
kLGmsn9MLVXntgC06VQE-A,Manna Korean Restaurant,"6808 N Lamar Blvd, Austin, TX 78752","30.336338, -97.720968",232,3.5,78752,chinese
KlKX64yX8IyE8q6DqFZ_6g,Kai Sushi - South Loop,"1255 S State St, Chicago, IL 60605","41.865935633459, -87.6271085681229",657,4,60605,japanese
KLYTlQV4etnSyFnSgbfe6w,Pekin Restaurant,"3003 NW 7th St, Miami, FL 33125","25.77959, -80.2440699",32,3,33125,chinese
KMAHhiDKmFnsszK0E0J0BA,Maza Grill,"21000 108th Ave SE, Kent, WA 98031","47.414137, -122.19557094",163,4,98031,indian
kMGTeEAkXZRgkupfLx-HpQ,Min Min Asian Cafe,"1465 W Irving Park Rd, Chicago, IL 60613","41.9541776, -87.6667961",92,4,60613,chinese
KMrr9hYyrK3J_V8lmeLQvA,La Medusa,"4857 Rainier Ave S, Seattle, WA 98118","47.55843, -122.28555",232,4,98118,italian
kmy5_gkxLZWFi4NaSoW7tA,Taquizo,"1835 W North Ave, Chicago, IL 60622","41.91037858608161, -87.67393255743343",40,4,60622,american
kN3rkbjvqkY62CDRYUVz4g,Yopparai,"49 Clinton St, Ground Floor, New York, NY 10002","40.71976194368783, -73.98497117259807",237,4.5,10002,japanese
kn9rgR4KlvyTTi-s76OIaQ,Toloache 82nd,"166 E 82nd St, New York, NY 10028","40.776483, -73.956708",447,4,10028,american
kNCVvWRqArmGOtsJ-9mm-A,Klay Oven Kitchen,"131 N Clinton St, Chicago, IL 60661","41.8840684, -87.6412297",46,3.5,60661,indian
knDLA6hUv3pry49Ss91Mwg,Apey Kade,"19662 Ventura Blvd, Tarzana, CA 91356","34.1725651894664, -118.562080485253",234,4.5,91356,indian
knJ9cXuYSztqNDEODGCk9Q,Cecconi's West Hollywood,"8764 Melrose Ave, West Hollywood, CA 90069","34.08050513, -118.38504082",1532,3.5,90069,italian
kO_dYSkhCygcUM1XGBLAuQ,Bento World,"306 Lenora St, Seattle, WA 98121","47.61348, -122.34204",95,4,98121,japanese
KoF54Ao_gr6ebowhXzcQEQ,Jaya at The Setai,"2001 Collins Ave, The Setai Hotel, Miami Beach, FL 33139","25.79561, -80.12818",326,4,33139,chinese
KoF54Ao_gr6ebowhXzcQEQ,Jaya at The Setai,"2001 Collins Ave, The Setai Hotel, Miami Beach, FL 33139","25.79561, -80.12818",326,4,33139,japanese
KoGN70ndDHkJmMXiDCBS3A,BG Restaurant,"754 5th Ave, New York, NY 10019","40.76339, -73.97404",406,4,10019,american
KomhK0JD5cleEW55YTw7MQ,Sun Wah Bar-B-Que,"5039 N Broadway, Chicago, IL 60640","41.9739359, -87.6592371",1686,4,60640,chinese
KOuqS-inE44o9-1Jix9Tag,Shojin Downtown,"333 S Alameda St, Ste 310, Los Angeles, CA 90013","34.0444135100443, -118.23828298221306",1845,4,90013,japanese
koxtonldmCqtKaI1igXs5g,Fan Tang Asian Cafe,"10615 NE 68th St, Kirkland, WA 98033","47.66612, -122.19796",54,4.5,98033,chinese
koxtonldmCqtKaI1igXs5g,Fan Tang Asian Cafe,"10615 NE 68th St, Kirkland, WA 98033","47.66612, -122.19796",54,4.5,98033,japanese
kp1To326kdPT4Dx8JQKMAA,La Cocina,"602 Mcneil Rd, Ste 112, Round Rock, TX 78681","30.5000705718994, -97.686149597168",224,4,78681,italian
kPE1RinxVyPbPmdGu9R85A,Clove Garden of India,"353 3rd St, Jersey City, NJ 07302","40.74098120033596, -74.03529974417839",102,4.5,7302,indian
kPf6ZfKaFuOZ7qFa8Us4xg,Hudson,"5000 E Marginal Way S, Seattle, WA 98134","47.55727, -122.33858",473,4,98134,american
kpQGuQQYcwhxbbH-9XacRg,Soprano's Antico,"2348 California Ave SW, Seattle, WA 98116","47.58153, -122.38621",108,4,98116,italian
kpsH-uAoKvYO8PDn1I7xGA,Revelry on the Boulevard,"6215 North Lamar Blvd, Austin, TX 78752","30.33072, -97.723",162,4.5,78752,american
kQ8P6uzhNF9wpMeFtvrA2w,Marigold Maison - Lincolnshire,"900 Milwaukee Ave, Ste E, Lincolnshire, IL 60069","42.18433387852307, -87.9281277608089",156,4,60069,indian
Kq9nVBJuxIsFIPQWWD-72Q,Mom's Kitchen,"8909 14th Ave S, Seattle, WA 98108","47.52354977887106, -122.31506645679472",21,5,98108,indian
kQa2W0D84lwO31QgUPoOLA,Ushiwakamaru,"362 W 23rd St, New York, NY 10011","40.7461547329618, -74.0009234316419",183,4,10011,japanese
Kqb7MjTPNkjPMoFRd-rWpw,MáLà Project,"122 1st Ave, New York, NY 10009","40.72713, -73.98542",737,4,10009,chinese
Kqb7MjTPNkjPMoFRd-rWpw,MáLà Project,"122 1st Ave, New York, NY 10009","40.72713, -73.98542",737,4,10009,japanese
KqCg8dKf5m0w8NN9gHa30Q,Shiraz Pizza & Pasta,"15600 NE 8th St, Ste B-6, Bellevue, WA 98008","47.617568, -122.128456",82,4,98008,indian
KqCg8dKf5m0w8NN9gHa30Q,Shiraz Pizza & Pasta,"15600 NE 8th St, Ste B-6, Bellevue, WA 98008","47.617568, -122.128456",82,4,98008,italian
KQGeS22MTsuoWdPbVrUIIw,Black Star Co-op Pub & Brewery,"7020 Easy Wind Dr, Ste 100, Austin, TX 78752","30.3381716531677, -97.7188450098038",745,4,78752,american
KQMRa7tPkfAllcqn7oBNHQ,Market Fresh V,"720 Olive Way, Ste 108, Seattle, WA 98101","47.61422, -122.33479",44,4,98101,indian
kqOni02S_z-cHYgDWga-eQ,Casa Mia Trattoria,"1950 NE 123rd St, North Miami, FL 33181","25.889109, -80.158364",172,4.5,33181,italian
KqtOj1rpjcucDFBC9UZM9w,Honey Court Seafood Restaurant,"516 Maynard Ave S, Seattle, WA 98104","47.5978, -122.32484",638,3.5,98104,chinese
Kqw7fZjGvtvIl1k_kMK1Yw,Chicago Ramen,"578 E Oakton St, Des Plaines, IL 60018","42.0235962365467, -87.9095605597351",160,4.5,60018,japanese
kr5fRwdHtVwPPwSJxm9Fkg,Il Posto Accanto,"190 E 2nd St, New York, NY 10009","40.72238, -73.98403",258,4.5,10009,italian
kRB2D1ThBwsNZICZHQDnmA,Haidilao Hot Pot,"600 Pine St, Ste 355, Seattle, WA 98101","47.6128391, -122.3351116",196,4.5,98101,chinese
krKmADOKM1KjVm4F0rL8lQ,Ghee Indian Kitchen,"8965 SW 72nd Pl, Miami, FL 33156","25.6871949, -80.3127675",577,4.5,33156,indian
krKmADOKM1KjVm4F0rL8lQ,Ghee Indian Kitchen,"8965 SW 72nd Pl, Miami, FL 33156","25.6871949, -80.3127675",577,4.5,33156,american
kS2CP48K66yL2TwIhUqy_A,Tamarind,"99 Hudson St, New York, NY 10013","40.71909, -74.00892",995,4,10013,indian
kS9kFxQ41e45z7O3kXKRhA,Rice Ball,"6929 Airport Blvd, Austin, TX 78752","30.336863, -97.7174366",80,4,78752,japanese
KSleHGTG1yL1E7OEFFPoNQ,LaoMa Spicy,"58 E 8th St, New York, NY 10003","40.73089, -73.99343",199,4,10003,chinese
KSN52IyGX6tsKLFyXfRCzg,Gussie's Handmade Italian,"227 W N Ave, Chicago, IL 60610","41.91100798131499, -87.6359523",81,4.5,60610,italian
kt5qO7Q0S4TdkGBtSK0EnA,Haidilao Hot Pot,"188 106th Ave NE, Ste 210, Bellevue, WA 98004","47.61181771496531, -122.1984209441803",146,4.5,98004,chinese
ktUtN287fE34-4XZupuGSA,The Sycamore Kitchen,"143 S La Brea Ave, Los Angeles, CA 90036","34.0723701, -118.3443655",919,4,90036,american
kTZMhvj4vYCNBb8xATc5JQ,Sumi Sushi,"1303 S Michigan Ave, Chicago, IL 60605","41.8657169853, -87.6239298737",64,4,60605,japanese
Ku2iSAiEifk9elacrW8WRg,Gianni's,"1116 Ocean Dr, The Villa Casa Casuarina, Miami Beach, FL 33139","25.781975, -80.130511",889,3.5,33139,italian
kUJKHWFYAKOq6ADGIXLmTQ,Capri Ristorante,"324 Burr Ridge Pkwy, Ste 1, Burr Ridge, IL 60527","41.7508095502853, -87.9129322618246",398,4,60527,italian
kujR1oCsgO984RMGSLthug,The Curry Indian Cuisine & Lounge,"221 Washington Ave, Bremerton, WA 98337","47.56459, -122.62499",206,4.5,98337,indian
kUpqpEqkBjZguS1uA6NQYA,En Hakkore 2.0,"1467 N Milwaukee Ave, Chicago, IL 60622","41.90859268098761, -87.67442096514347",492,4.5,60622,chinese
kUpqpEqkBjZguS1uA6NQYA,En Hakkore 2.0,"1467 N Milwaukee Ave, Chicago, IL 60622","41.90859268098761, -87.67442096514347",492,4.5,60622,japanese
KvoCown0uYJoUy4XpKphgw,Beijing O'Chef,"206 Main St, Kirkland, WA 98033","47.67652, -122.20474",296,3.5,98033,chinese
kvrpbq-j_Ulq6c_dmWv8oA,Bulla Gastrobar,"2500 Ponce De Leon Blvd, Coral Gables, FL 33134","25.74850837, -80.25890869",1184,4.5,33134,american
KVXIBTvMVU0qU0wZX08fBg,Moonshadows,"20356 Pacific Coast Hwy, Malibu, CA 90265","34.037591, -118.618571",2572,4,90265,japanese
KVXIBTvMVU0qU0wZX08fBg,Moonshadows,"20356 Pacific Coast Hwy, Malibu, CA 90265","34.037591, -118.618571",2572,4,90265,american
kvZp1t3Dauqzp5SJ-pKe1g,Shanghai Restaurant,"6718 Middle Fiskville Rd, Austin, TX 78752","30.3294153, -97.7066257",541,3.5,78752,chinese
KW8pWhyYbmsDp3cK6OTtHQ,Takuma,"2627 Wilshire Blvd, Santa Monica, CA 90403","34.0367896, -118.4770312",427,4.5,90403,japanese
KwhyWppdalvEeuDjUG87MA,Asian Gardens,"2451 W 68th St, Ste 4, Hialeah, FL 33016","25.88476, -80.33268",292,4.5,33016,chinese
KwhyWppdalvEeuDjUG87MA,Asian Gardens,"2451 W 68th St, Ste 4, Hialeah, FL 33016","25.88476, -80.33268",292,4.5,33016,japanese
